title,slug,"published date",url,symbol,sentiment,compound,positive,neutral,negative,open,high,low,close,volume,change
"NEPSE Witnessed Minimal Loss of 0.03% to Close at 2,088.99 Levels; 7 Companies Hit Positive Circuit",nepse-witnessed-minimal-loss-of-003-to-close-at-208899-levels-7-companies-hit-positive-circuit-2024-01-11,2024-01-11,https://www.sharesansar.com/newsdetail/nepse-witnessed-minimal-loss-of-003-to-close-at-208899-levels-7-companies-hit-positive-circuit-2024-01-11,NEPSE,Positive,0.3182,0.19,0.688,0.122,2091.28,2091.28,2091.28,2091.28,4307763277.27,-0.03
"NEPSE Sees Positive Momentum with 0.45% Gain: SONA Sees Highest Turnover",nepse-sees-positive-momentum-with-045-gain-sona-sees-highest-turnover-2024-01-10,2024-01-10,https://www.sharesansar.com/newsdetail/nepse-sees-positive-momentum-with-045-gain-sona-sees-highest-turnover-2024-01-10,NEPSE,Positive,0.7906,0.438,0.562,0.0,2084.59,2084.59,2084.59,2084.59,5134848789.38,0.45
"NEPSE Announces Temporary Closure for Maintenance Work",nepse-announces-temporary-closure-for-maintenance-work-2024-01-10,2024-01-10,https://www.sharesansar.com/newsdetail/nepse-announces-temporary-closure-for-maintenance-work-2024-01-10,NEPSE,Neutral,0.0,0.0,1.0,0.0,2084.59,2084.59,2084.59,2084.59,5134848789.38,0.45
"NEPSE Rises By 20.62 Points to 2,080.12 Levels: Development Bank Index Gain 5.21%",nepse-rises-by-2062-points-to-208012-levels-development-bank-index-gain-521-2024-01-09,2024-01-09,https://www.sharesansar.com/newsdetail/nepse-rises-by-2062-points-to-208012-levels-development-bank-index-gain-521-2024-01-09,NEPSE,Positive,0.5267,0.221,0.779,0.0,2063.56,2063.56,2063.56,2063.56,6118317866.67,1
"NEPSE Index Surges 1.80% in Today's Trading Session: 6 Companies Hit Positive Circuit",nepse-index-surges-180-in-todays-trading-session-6-companies-hit-positive-circuit-2024-01-08,2024-01-08,https://www.sharesansar.com/newsdetail/nepse-index-surges-180-in-todays-trading-session-6-companies-hit-positive-circuit-2024-01-08,NEPSE,Positive,0.5574,0.247,0.753,0.0,2025.89,2025.89,2025.89,2025.89,4675224906.28,1.8
"Timing Your Exit in the Secondary Market",timing-your-exit-in-the-secondary-market-2024-01-07,2024-01-07,https://www.sharesansar.com/newsdetail/timing-your-exit-in-the-secondary-market-2024-01-07,NEPSE,Neutral,0.0,0.0,1.0,0.0,2049.9,2049.9,2049.9,2049.9,5241408379.85,-1.28
"NEPSE Down By 26.36 Points To Close at 2022.92 Levels; Market Cap Stood at Rs. 31.43 Kharba",nepse-down-by-2636-points-to-close-at-202292-levels-market-cap-stood-at-rs-3143-kharba-2024-01-07,2024-01-07,https://www.sharesansar.com/newsdetail/nepse-down-by-2636-points-to-close-at-202292-levels-market-cap-stood-at-rs-3143-kharba-2024-01-07,NEPSE,Neutral,0.0,0.0,1.0,0.0,2049.9,2049.9,2049.9,2049.9,5241408379.85,-1.28
"NEPSE Concludes The Week With 0.95% Loss and Turnover of Rs 18.15 Arba; Weekly Summary with Sector Comparison, Major Highlights, and More",nepse-concludes-the-week-with-095-loss-and-turnover-of-rs-1815-arba-weekly-summary-with-sector-comparison-major-highlights-and-more-2024-01-05,2024-01-05,https://www.sharesansar.com/newsdetail/nepse-concludes-the-week-with-095-loss-and-turnover-of-rs-1815-arba-weekly-summary-with-sector-comparison-major-highlights-and-more-2024-01-05,NEPSE,Negative,-0.3182,0.0,0.901,0.099,2058.57,2058.57,2058.57,2058.57,5581107804.7,-0.42
"NEPSE Fall Mere 0.42% to Settle at 2,049.28 Levels; Only Four Sector Closes Green",nepse-fall-mere-042-to-settle-at-204928-levels-only-four-sector-closes-green-2024-01-04,2024-01-04,https://www.sharesansar.com/newsdetail/nepse-fall-mere-042-to-settle-at-204928-levels-only-four-sector-closes-green-2024-01-04,NEPSE,Neutral,0.0,0.0,1.0,0.0,2058.57,2058.57,2058.57,2058.57,5581107804.7,-0.42
"NEPSE Settles Today's Session With Double-Digit Gain: All Sectors Closed Green",nepse-settles-todays-session-with-double-digit-gain-all-sectors-closed-green-2024-01-03,2024-01-03,https://www.sharesansar.com/newsdetail/nepse-settles-todays-session-with-double-digit-gain-all-sectors-closed-green-2024-01-03,NEPSE,Positive,0.5267,0.254,0.746,0.0,2030.95,2030.95,2030.95,2030.95,4048857454.59,1.37
"NEPSE Lost 30.05 Points: All 13 Sectors Closed Red",nepse-lost-3005-points-all-13-sectors-closed-red-2024-01-02,2024-01-02,https://www.sharesansar.com/newsdetail/nepse-lost-3005-points-all-13-sectors-closed-red-2024-01-02,NEPSE,Negative,-0.3182,0.0,0.777,0.223,2060.47,2060.47,2060.47,2060.47,4044659922.73,-1.45
"NEPSE Fall Mere 0.42% to Settle at 2,060.15 Levels; Only Five Sector Closes Green",nepse-fall-mere-042-to-settle-at-206015-levels-only-five-sector-closes-green-2024-01-01,2024-01-01,https://www.sharesansar.com/newsdetail/nepse-fall-mere-042-to-settle-at-206015-levels-only-five-sector-closes-green-2024-01-01,NEPSE,Neutral,0.0,0.0,1.0,0.0,2072.45,2072.45,2072.45,2072.45,4483982461.34,-0.42
"NEPSE to Remain Closed Today, Govt Declares Public Holiday on The Occasion of Tamu Lhosar",nepse-to-remain-closed-today-govt-declares-public-holiday-on-the-occasion-of-tamu-lhosar-2023-12-31,2023-12-31,https://www.sharesansar.com/newsdetail/nepse-to-remain-closed-today-govt-declares-public-holiday-on-the-occasion-of-tamu-lhosar-2023-12-31,NEPSE,Positive,0.4019,0.162,0.838,0.0,2072.09,2072.09,2072.09,2072.09,4290932297.6,-0.09
"Parliamentary Committee Takes Bold Measures to Address Irregularities in IPO Premiums, Lock-in Periods, and Transparency in Stock Market",parliamentary-committee-takes-bold-measures-to-address-irregularities-in-ipo-premiums-lock-in-periods-and-transparency-in-stock-market-2023-12-29,2023-12-29,https://www.sharesansar.com/newsdetail/parliamentary-committee-takes-bold-measures-to-address-irregularities-in-ipo-premiums-lock-in-periods-and-transparency-in-stock-market-2023-12-29,NEPSE,Positive,0.3818,0.133,0.867,0.0,2072.09,2072.09,2072.09,2072.09,4290932297.6,-0.09
"NEPSE Index Loses Minimal 1.93 Points on Last Trading Day of the Week; 6 Sector Closed Green",nepse-index-loses-minimal-193-points-on-last-trading-day-of-the-week-6-sector-closed-green-2023-12-28,2023-12-28,https://www.sharesansar.com/newsdetail/nepse-index-loses-minimal-193-points-on-last-trading-day-of-the-week-6-sector-closed-green-2023-12-28,NEPSE,Negative,-0.3182,0.0,0.867,0.133,2072.09,2072.09,2072.09,2072.09,4290932297.6,-0.09
"NEPSE Loses 17.23 Points to Settle at 2,070.84 Levels: SONA Sees Highest Turnover",nepse-loses-1723-points-to-settle-at-207084-levels-sona-sees-highest-turnover-2023-12-27,2023-12-27,https://www.sharesansar.com/newsdetail/nepse-loses-1723-points-to-settle-at-207084-levels-sona-sees-highest-turnover-2023-12-27,NEPSE,Negative,-0.3182,0.0,0.839,0.161,2089.89,2089.89,2089.89,2089.89,5248782611.37,-0.82
"Govt Declares Public Holidays for Christmas, Udhauli Parva, and Yomari Punhi: NEPSE Closed, Trading to Resume on Poush 11",govt-declares-public-holidays-for-christmas-udhauli-parva-and-yomari-punhi-nepse-closed-trading-to-resume-on-poush-11-2023-12-25,2023-12-25,https://www.sharesansar.com/newsdetail/govt-declares-public-holidays-for-christmas-udhauli-parva-and-yomari-punhi-nepse-closed-trading-to-resume-on-poush-11-2023-12-25,NEPSE,Positive,0.3818,0.126,0.874,0.0,2113.69,2113.69,2113.69,2113.69,7111733829.8,-0.99
"NEPSE Loses Further 21.03 Points To Close at 2,088.07; Turnover Stood At Rs 7.11 Arba",nepse-loses-further-2103-points-to-close-at-208807-turnover-stood-at-rs-711-arba-2023-12-24,2023-12-24,https://www.sharesansar.com/newsdetail/nepse-loses-further-2103-points-to-close-at-208807-turnover-stood-at-rs-711-arba-2023-12-24,NEPSE,Negative,-0.3182,0.0,0.859,0.141,2113.69,2113.69,2113.69,2113.69,7111733829.8,-0.99
"Nepal Stock Exchange (NEPSE) Proposes 64% Cash Dividend for FY 2079/80, AGM Called on Poush 29",nepal-stock-exchange-nepse-proposes-64-cash-dividend-for-fy-207980-agm-called-on-poush-29-2023-12-24,2023-12-24,https://www.sharesansar.com/newsdetail/nepal-stock-exchange-nepse-proposes-64-cash-dividend-for-fy-207980-agm-called-on-poush-29-2023-12-24,NEPSE,Neutral,0.0,0.0,1.0,0.0,2113.69,2113.69,2113.69,2113.69,7111733829.8,-0.99
"NEPSE Gained Massive 5.74% This Week With Huge Rs 31.29 Arba Turnover(Weekly Summary Of NEPSE With Technical Analysis, Sector Comparison And Major Highlights)",nepse-gained-massive-574-this-week-with-huge-rs-3129-arba-turnoverweekly-summary-of-nepse-with-technical-analysis-sector-comparison-and-major-highlights-2023-12-22,2023-12-22,https://www.sharesansar.com/newsdetail/nepse-gained-massive-574-this-week-with-huge-rs-3129-arba-turnoverweekly-summary-of-nepse-with-technical-analysis-sector-comparison-and-major-highlights-2023-12-22,NEPSE,Positive,0.5994,0.189,0.811,0.0,2148.16,2148.16,2148.16,2148.16,6274324811.9,-1.53
"After 7 Days Consecutive Gain, NEPSE Lose 32.77 Points to Close at 2,109.10; Intraday Turnover Stood at Rs 6.27 Arba",after-7-days-consecutive-gain-nepse-lose-3277-points-to-close-at-210910-intraday-turnover-stood-at-rs-627-arba-2023-12-21,2023-12-21,https://www.sharesansar.com/newsdetail/after-7-days-consecutive-gain-nepse-lose-3277-points-to-close-at-210910-intraday-turnover-stood-at-rs-627-arba-2023-12-21,NEPSE,Positive,0.1779,0.147,0.736,0.117,2148.16,2148.16,2148.16,2148.16,6274324811.9,-1.53
"NEPSE Gains 35.39 Points to Settle at 2,141.87 Levels With 7 Arba Turnover: Fifteen Companies Hit Positive Circuit",nepse-gains-3539-points-to-settle-at-214187-levels-with-7-arba-turnover-fifteen-companies-hit-positive-circuit-2023-12-20,2023-12-20,https://www.sharesansar.com/newsdetail/nepse-gains-3539-points-to-settle-at-214187-levels-with-7-arba-turnover-fifteen-companies-hit-positive-circuit-2023-12-20,NEPSE,Positive,0.7184,0.286,0.714,0.0,2113.94,2113.94,2113.94,2113.94,7009575176.13,1.68
"Analysis of Recent Surge in NEPSE Index: Diverse Sectors Showcased Impressive Gains Across Indices",analysis-of-recent-surge-in-nepse-index-diverse-sectors-showcased-impressive-gains-across-indices-2023-12-20,2023-12-20,https://www.sharesansar.com/newsdetail/analysis-of-recent-surge-in-nepse-index-diverse-sectors-showcased-impressive-gains-across-indices-2023-12-20,NEPSE,Positive,0.6908,0.322,0.678,0.0,2113.94,2113.94,2113.94,2113.94,7009575176.13,1.68
"Large Inter-Province Disparities in Nepalese Share Market Activity",large-inter-province-disparities-in-nepalese-share-market-activity-2023-12-19,2023-12-19,https://www.sharesansar.com/newsdetail/large-inter-province-disparities-in-nepalese-share-market-activity-2023-12-19,NEPSE,Positive,0.296,0.239,0.761,0.0,2065.06,2065.06,2065.06,2065.06,5984699175.73,2.23
"NEPSE Sees Highest Gain of 45.98 Points In Almost 5 Months: 11 Companies Hits Positive Circuit",nepse-sees-highest-gain-of-4598-points-in-almost-5-months-11-companies-hits-positive-circuit-2023-12-19,2023-12-19,https://www.sharesansar.com/newsdetail/nepse-sees-highest-gain-of-4598-points-in-almost-5-months-11-companies-hits-positive-circuit-2023-12-19,NEPSE,Positive,0.7906,0.35,0.65,0.0,2065.06,2065.06,2065.06,2065.06,5984699175.73,2.23
"Five New Broker Companies Set to Enrich Nepal's Secondary Market",five-new-broker-companies-set-to-enrich-nepals-secondary-market-2023-12-19,2023-12-19,https://www.sharesansar.com/newsdetail/five-new-broker-companies-set-to-enrich-nepals-secondary-market-2023-12-19,NEPSE,Neutral,0.0,0.0,1.0,0.0,2065.06,2065.06,2065.06,2065.06,5984699175.73,2.23
"Stock Market Records Remarkable 262% Surge in Capital Gains Tax for the Month of Mangsir",stock-market-records-remarkable-262-surge-in-capital-gains-tax-for-the-month-of-mangsir-2023-12-18,2023-12-18,https://www.sharesansar.com/newsdetail/stock-market-records-remarkable-262-surge-in-capital-gains-tax-for-the-month-of-mangsir-2023-12-18,NEPSE,Positive,0.7184,0.316,0.684,0.0,2025.73,2025.73,2025.73,2025.73,6868177565.83,1.88
"NEPSE Is On Continuous Gaining Momentum ; Records Highest Turnover In Over 11 and Half Months",nepse-is-on-continuous-gaining-momentum-records-highest-turnover-in-over-11-and-half-months-2023-12-18,2023-12-18,https://www.sharesansar.com/newsdetail/nepse-is-on-continuous-gaining-momentum-records-highest-turnover-in-over-11-and-half-months-2023-12-18,NEPSE,Positive,0.4215,0.167,0.833,0.0,2025.73,2025.73,2025.73,2025.73,6868177565.83,1.88
"NEPSE Concludes First Trading Day of the Week With 1.39% Gain: Records Highest Turnover Of Current FY",nepse-concludes-first-trading-day-of-the-week-with-139-gain-records-highest-turnover-of-current-fy-2023-12-17,2023-12-17,https://www.sharesansar.com/newsdetail/nepse-concludes-first-trading-day-of-the-week-with-139-gain-records-highest-turnover-of-current-fy-2023-12-17,NEPSE,Positive,0.5267,0.175,0.825,0.0,1986.06,1986.06,1986.06,1986.06,5157846979.05,1.39
"NEPSE Gained Massive 7.66% This Week With Rs 16.66 Arba Turnover (Weekly Summary Of NEPSE With Technical Analysis, Sector Comparison And Major Highlights)",nepse-gained-massive-766-this-week-with-rs-1666-arba-turnover-weekly-summary-of-nepse-with-technical-analysis-sector-comparison-and-major-highlights-2023-12-15,2023-12-15,https://www.sharesansar.com/newsdetail/nepse-gained-massive-766-this-week-with-rs-1666-arba-turnover-weekly-summary-of-nepse-with-technical-analysis-sector-comparison-and-major-highlights-2023-12-15,NEPSE,Positive,0.3818,0.106,0.894,0.0,1989.53,1989.53,1989.53,1989.53,3151635750.12,0.32
"NEPSE Rises By 6.55 Points to 1,994.60 Levels: Eight Companies Hits Positive Circuit",nepse-rises-by-655-points-to-199460-levels-eight-companies-hits-positive-circuit-2023-12-14,2023-12-14,https://www.sharesansar.com/newsdetail/nepse-rises-by-655-points-to-199460-levels-eight-companies-hits-positive-circuit-2023-12-14,NEPSE,Positive,0.5574,0.231,0.769,0.0,1989.53,1989.53,1989.53,1989.53,3151635750.12,0.32
"NEPSE Sees Minimal Gain of 0.13%: SONA Sees Highest Turnover",nepse-sees-minimal-gain-of-013-sona-sees-highest-turnover-2023-12-13,2023-12-13,https://www.sharesansar.com/newsdetail/nepse-sees-minimal-gain-of-013-sona-sees-highest-turnover-2023-12-13,NEPSE,Positive,0.5267,0.274,0.726,0.0,1990.36,1990.36,1990.36,1990.36,3909198570.27,0.13
"NEPSE Index Surges by 36.86 Points To Close 76 days High; 8 Companies Hit Positive Circuit",nepse-index-surges-by-3686-points-to-close-76-days-high-8-companies-hit-positive-circuit-2023-12-12,2023-12-12,https://www.sharesansar.com/newsdetail/nepse-index-surges-by-3686-points-to-close-76-days-high-8-companies-hit-positive-circuit-2023-12-12,NEPSE,Positive,0.5574,0.205,0.795,0.0,1952.19,1952.19,1952.19,1952.19,4309019196.26,1.89
"NEPSE Issues Directive to Listed Companies for Timely Financial Reporting",nepse-issues-directive-to-listed-companies-for-timely-financial-reporting-2023-12-12,2023-12-12,https://www.sharesansar.com/newsdetail/nepse-issues-directive-to-listed-companies-for-timely-financial-reporting-2023-12-12,NEPSE,Neutral,0.0,0.0,1.0,0.0,1952.19,1952.19,1952.19,1952.19,4309019196.26,1.89
"Shobhakant Paudel Appointed as Chairman of Nepal Stock Exchange Following Ministerial Decision",shobhakant-paudel-appointed-as-chairman-of-nepal-stock-exchange-following-ministerial-decision-2023-12-12,2023-12-12,https://www.sharesansar.com/newsdetail/shobhakant-paudel-appointed-as-chairman-of-nepal-stock-exchange-following-ministerial-decision-2023-12-12,NEPSE,Neutral,0.0,0.0,1.0,0.0,1952.19,1952.19,1952.19,1952.19,4309019196.26,1.89
"NEPSE Couldn't Sustain Yesterday Gain, Lost 15.40 Points; Records Highest Turnover In Over 5 and Half Months",nepse-couldnt-sustain-yesterday-gain-lost-1540-points-records-highest-turnover-in-over-5-and-half-months-2023-12-11,2023-12-11,https://www.sharesansar.com/newsdetail/nepse-couldnt-sustain-yesterday-gain-lost-1540-points-records-highest-turnover-in-over-5-and-half-months-2023-12-11,NEPSE,Negative,-0.6219,0.0,0.734,0.266,1989.54,1989.54,1989.54,1989.54,4842774386.84,-0.78
"SEBON Unveils Transparent Guidelines for Lock-In Periods, Enhancing Investor Awareness",sebon-unveils-transparent-guidelines-for-lock-in-periods-enhancing-investor-awareness-2023-12-11,2023-12-11,https://www.sharesansar.com/newsdetail/sebon-unveils-transparent-guidelines-for-lock-in-periods-enhancing-investor-awareness-2023-12-11,NEPSE,Neutral,0.0,0.0,1.0,0.0,1989.54,1989.54,1989.54,1989.54,4842774386.84,-0.78
"NEPSE Witnesses Turbulent Day with 6% Surge In Total 9 Minutes Trading Time, Forces Early Market Closure",nepse-witnesses-turbulent-day-with-6-surge-in-total-9-minutes-trading-time-forces-early-market-closure-2023-12-10,2023-12-10,https://www.sharesansar.com/newsdetail/nepse-witnesses-turbulent-day-with-6-surge-in-total-9-minutes-trading-time-forces-early-market-closure-2023-12-10,NEPSE,Neutral,0.0,0.0,1.0,0.0,1866.12,1866.12,1866.12,1866.12,482482239.14,6
"NEPSE Faces Dual Halts as Benchmark Index Surges, Resumes Trading After Brief Suspension of 40 Minutes",nepse-faces-dual-halts-as-benchmark-index-surges-resumes-trading-after-brief-suspension-of-40-minutes-2023-12-10,2023-12-10,https://www.sharesansar.com/newsdetail/nepse-faces-dual-halts-as-benchmark-index-surges-resumes-trading-after-brief-suspension-of-40-minutes-2023-12-10,NEPSE,Neutral,0.0,0.0,1.0,0.0,1866.12,1866.12,1866.12,1866.12,482482239.14,6
"NEPSE Implements Circuit Breakers as Benchmark Index Surges by 4%, Triggers Temporary Trading Halt",nepse-implements-circuit-breakers-as-benchmark-index-surges-by-4-triggers-temporary-trading-halt-2023-12-10,2023-12-10,https://www.sharesansar.com/newsdetail/nepse-implements-circuit-breakers-as-benchmark-index-surges-by-4-triggers-temporary-trading-halt-2023-12-10,NEPSE,Neutral,0.0,0.0,1.0,0.0,1866.12,1866.12,1866.12,1866.12,482482239.14,6
"Market Sentiments and Investor Perspectives: Assessing the Impact of NRB's Monetary Policy Review on Stock Market",market-sentiments-and-investor-perspectives-assessing-the-impact-of-nrbs-monetary-policy-review-on-stock-market-2023-12-10,2023-12-10,https://www.sharesansar.com/newsdetail/market-sentiments-and-investor-perspectives-assessing-the-impact-of-nrbs-monetary-policy-review-on-stock-market-2023-12-10,NEPSE,Neutral,0.0,0.0,1.0,0.0,1866.12,1866.12,1866.12,1866.12,482482239.14,6
"NEPSE Concludes The Week With 0.31% Loss and Turnover of Rs 7.64 Arba; Weekly Summary with Technical Analysis, Sector Comparison, Major Highlights, and More",nepse-concludes-the-week-with-031-loss-and-turnover-of-rs-764-arba-weekly-summary-with-technical-analysis-sector-comparison-major-highlights-and-more-2023-12-08,2023-12-08,https://www.sharesansar.com/newsdetail/nepse-concludes-the-week-with-031-loss-and-turnover-of-rs-764-arba-weekly-summary-with-technical-analysis-sector-comparison-major-highlights-and-more-2023-12-08,NEPSE,Negative,-0.3182,0.0,0.909,0.091,1840.42,1840.42,1840.42,1840.42,2799146433.95,0.63
"NEPSE Settles Today's Session With Double Digit Gain; Trishuli Jal Vidhyut Hits Positive Circuit on First Trading Day",nepse-settles-todays-session-with-double-digit-gain-trishuli-jal-vidhyut-hits-positive-circuit-on-first-trading-day-2023-12-07,2023-12-07,https://www.sharesansar.com/newsdetail/nepse-settles-todays-session-with-double-digit-gain-trishuli-jal-vidhyut-hits-positive-circuit-on-first-trading-day-2023-12-07,NEPSE,Positive,0.7906,0.304,0.696,0.0,1840.42,1840.42,1840.42,1840.42,2799146433.95,0.63
"After 7 Days Consecutive Loss, NEPSE Ends Today's Session With Modest Gain",after-7-days-consecutive-loss-nepse-ends-todays-session-with-modest-gain-2023-12-06,2023-12-06,https://www.sharesansar.com/newsdetail/after-7-days-consecutive-loss-nepse-ends-todays-session-with-modest-gain-2023-12-06,NEPSE,Positive,0.2732,0.231,0.612,0.156,1837.24,1837.24,1837.24,1837.24,1141812382.78,0.18
"NEPSE Loses 0.54% to Close at 1,837.71 Levels; SHEL Hit Positive Circuit",nepse-loses-054-to-close-at-183771-levels-shel-hit-positive-circuit-2023-12-05,2023-12-05,https://www.sharesansar.com/newsdetail/nepse-loses-054-to-close-at-183771-levels-shel-hit-positive-circuit-2023-12-05,NEPSE,Positive,0.3182,0.226,0.629,0.145,1849.01,1849.01,1849.01,1849.01,1544935438.34,-0.54
"NEPSE Loses Marginal 3.42 Points to Close Red for 6th Consecutive Day; MEN and NRN Hit Negative Circuit",nepse-loses-marginal-342-points-to-close-red-for-6th-consecutive-day-men-and-nrn-hit-negative-circuit-2023-12-04,2023-12-04,https://www.sharesansar.com/newsdetail/nepse-loses-marginal-342-points-to-close-red-for-6th-consecutive-day-men-and-nrn-hit-negative-circuit-2023-12-04,NEPSE,Negative,-0.7184,0.0,0.727,0.273,1848.71,1848.71,1848.71,1848.71,1197257894.69,-0.18
"NEPSE Concludes First Trading Day of the Week With 0.39% Loss: SONA Sees Highest Turnover",nepse-concludes-first-trading-day-of-the-week-with-039-loss-sona-sees-highest-turnover-2023-12-03,2023-12-03,https://www.sharesansar.com/newsdetail/nepse-concludes-first-trading-day-of-the-week-with-039-loss-sona-sees-highest-turnover-2023-12-03,NEPSE,Negative,-0.3182,0.0,0.859,0.141,1858.47,1858.47,1858.47,1858.47,964010431.27,-0.39
"NEPSE Concludes The Week With 0.09% Loss and Turnover of Rs 7.60 Arba; Weekly Summary with Technical Analysis, Sector Comparison, Major Highlights, and More",nepse-concludes-the-week-with-009-loss-and-turnover-of-rs-760-arba-weekly-summary-with-technical-analysis-sector-comparison-major-highlights-and-more-2023-12-01,2023-12-01,https://www.sharesansar.com/newsdetail/nepse-concludes-the-week-with-009-loss-and-turnover-of-rs-760-arba-weekly-summary-with-technical-analysis-sector-comparison-major-highlights-and-more-2023-12-01,NEPSE,Negative,-0.3182,0.0,0.909,0.091,1874.24,1874.24,1874.24,1874.24,1323519357.21,-0.96
"NEPSE Settles Today's Session With Double-Digit Loss: Market Capitalization Stood at Rs. 28.65 Kharba",nepse-settles-todays-session-with-double-digit-loss-market-capitalization-stood-at-rs-2865-kharba-2023-11-30,2023-11-30,https://www.sharesansar.com/newsdetail/nepse-settles-todays-session-with-double-digit-loss-market-capitalization-stood-at-rs-2865-kharba-2023-11-30,NEPSE,Negative,-0.3182,0.0,0.85,0.15,1874.24,1874.24,1874.24,1874.24,1323519357.21,-0.96
"NEPSE Index Records Three Consecutive Days of Decline; Closes Today at 1,876.60 Level",nepse-index-records-three-consecutive-days-of-decline-closes-today-at-187660-level-2023-11-29,2023-11-29,https://www.sharesansar.com/newsdetail/nepse-index-records-three-consecutive-days-of-decline-closes-today-at-187660-level-2023-11-29,NEPSE,Neutral,0.0,0.0,1.0,0.0,1901.75,1901.75,1901.75,1901.75,3312197,-1.04
"NEPSE Extends Trading Hours to Compensate for Delay Caused by Technical Glitch",nepse-extends-trading-hours-to-compensate-for-delay-caused-by-technical-glitch-2023-11-29,2023-11-29,https://www.sharesansar.com/newsdetail/nepse-extends-trading-hours-to-compensate-for-delay-caused-by-technical-glitch-2023-11-29,NEPSE,Negative,-0.2023,0.109,0.725,0.167,1901.75,1901.75,1901.75,1901.75,3312197,-1.04
"NEPSE Technical Glitch Delays Regular Session",nepse-technical-glitch-delays-regular-session-2023-11-29,2023-11-29,https://www.sharesansar.com/newsdetail/nepse-technical-glitch-delays-regular-session-2023-11-29,NEPSE,Neutral,0.0,0.0,1.0,0.0,1901.75,1901.75,1901.75,1901.75,3312197,-1.04
"Delays in NEPSE 30 Implementation: Uncertainty Surrounds Meeting Schedule",delays-in-nepse-30-implementation-uncertainty-surrounds-meeting-schedule-2023-11-28,2023-11-28,https://www.sharesansar.com/newsdetail/delays-in-nepse-30-implementation-uncertainty-surrounds-meeting-schedule-2023-11-28,NEPSE,Negative,-0.34,0.0,0.769,0.231,1896.4,1896.4,1896.4,1896.4,1280228971.86,-0.11
"NEPSE Fell by a Few Points, Market Below 1900: Hotel and Tourism Sector Gains Highest",nepse-fell-by-a-few-points-market-below-1900-hotel-and-tourism-sector-gains-highest-2023-11-28,2023-11-28,https://www.sharesansar.com/newsdetail/nepse-fell-by-a-few-points-market-below-1900-hotel-and-tourism-sector-gains-highest-2023-11-28,NEPSE,Positive,0.34,0.156,0.844,0.0,1896.4,1896.4,1896.4,1896.4,1280228971.86,-0.11
"NEPSE Loses 11.27 Points in Today's Trading Session: SONA Sees Highest Turnover",nepse-loses-1127-points-in-todays-trading-session-sona-sees-highest-turnover-2023-11-27,2023-11-27,https://www.sharesansar.com/newsdetail/nepse-loses-1127-points-in-todays-trading-session-sona-sees-highest-turnover-2023-11-27,NEPSE,Negative,-0.3182,0.0,0.827,0.173,1909.97,1909.97,1909.97,1909.97,1754750755.82,-0.59
"Finance Committee Urges Cabinet to Open Stock Exchange License in Written Appeal After the Last Postponement",finance-committee-urges-cabinet-to-open-stock-exchange-license-in-written-appeal-after-the-last-postponement-2023-11-27,2023-11-27,https://www.sharesansar.com/newsdetail/finance-committee-urges-cabinet-to-open-stock-exchange-license-in-written-appeal-after-the-last-postponement-2023-11-27,NEPSE,Neutral,0.0,0.0,1.0,0.0,1909.97,1909.97,1909.97,1909.97,1754750755.82,-0.59
"NEPSE Index Rises by Significant 47.75 points to 1900 Levels; Volume Highest In 2 Months",nepse-index-rises-by-significant-4775-points-to-1900-levels-volume-highest-in-2-months-2023-11-26,2023-11-26,https://www.sharesansar.com/newsdetail/nepse-index-rises-by-significant-4775-points-to-1900-levels-volume-highest-in-2-months-2023-11-26,NEPSE,Positive,0.2023,0.122,0.878,0.0,1859.24,1859.24,1859.24,1859.24,2011763358.52,2.56
"NEPSE Gained 0.44% With 4.48 Arba Turnover This Week (Weekly Summary Of NEPSE With Technical Analysis, Sector Comparison And Major Highlights)",nepse-gained-044-with-448-arba-turnover-this-week-weekly-summary-of-nepse-with-technical-analysis-sector-comparison-and-major-highlights-2023-11-24,2023-11-24,https://www.sharesansar.com/newsdetail/nepse-gained-044-with-448-arba-turnover-this-week-weekly-summary-of-nepse-with-technical-analysis-sector-comparison-and-major-highlights-2023-11-24,NEPSE,Positive,0.3818,0.115,0.885,0.0,1847.69,1847.69,1847.69,1847.69,1348347430.3,0.53
"These Nine Government Bonds Now Listed in NEPSE",these-nine-government-bonds-now-listed-in-nepse-2023-11-24,2023-11-24,https://www.sharesansar.com/newsdetail/these-nine-government-bonds-now-listed-in-nepse-2023-11-24,NEPSE,Neutral,0.0,0.0,1.0,0.0,1847.69,1847.69,1847.69,1847.69,1348347430.3,0.53
"NEPSE Sees Positive Momentum with 0.53% Gain: Nabil Bank Sees Highest Turnover",nepse-sees-positive-momentum-with-053-gain-nabil-bank-sees-highest-turnover-2023-11-23,2023-11-23,https://www.sharesansar.com/newsdetail/nepse-sees-positive-momentum-with-053-gain-nabil-bank-sees-highest-turnover-2023-11-23,NEPSE,Positive,0.7906,0.412,0.588,0.0,1847.69,1847.69,1847.69,1847.69,1348347430.3,0.53
"NEPSE Index Surges 1.13% in Today's Trading Session: Hotel and Tourism Sector Gain Highest",nepse-index-surges-113-in-todays-trading-session-hotel-and-tourism-sector-gain-highest-2023-11-22,2023-11-22,https://www.sharesansar.com/newsdetail/nepse-index-surges-113-in-todays-trading-session-hotel-and-tourism-sector-gain-highest-2023-11-22,NEPSE,Positive,0.5267,0.207,0.793,0.0,1830.11,1830.11,1830.11,1830.11,1087098495.59,1.13
